"OrganizationCode","Name","EffectiveStartDate","EffectiveEndDate","ViewInstanceName","GroupingKey","LogicalStartDate","LogicalEndDate","Title","CostAllocationKeyflexId","EstablishmentName","InternalAddressLine","InternalExternalFlag","LegalEntityIdentifier","LocationCode","LocationSetCode","Type","GUID","ActionReasonUsagesId","ActionCode","ActionReasonCode","OrganizationId","EstablishmentId","LegalEntityId","LocationId","LocationSetId","ActionId","ActionOccurrenceId","ActionReasonId"
"LE_234","Cash App Australia Pty Ltd","0001/01/01","4712/12/31","OrganizationMigration","EF699CCA55338839E0534893500A21DB","0001/01/01","4712/12/31","","","","","INT","LE_234","","","","EF699CCA55338839E0534893500A21DB","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_233","Cash Holdings Australia Pty Ltd","0001/01/01","4712/12/31","OrganizationMigration","EF6955554039FCC5E0539696500AE129","0001/01/01","4712/12/31","","","","","INT","LE_233","","","","EF6955554039FCC5E0539696500AE129","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_328","Squareup International Limited, Establecimiento Permanente en España","0001/01/01","4712/12/31","OrganizationMigration","EFDA3B6C77693ABFE0539696500A4E5A","0001/01/01","4712/12/31","","","","","INT","LE_328","","","","EFDA3B6C77693ABFE0539696500A4E5A","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_125","C Equals LN, LLC","0001/01/01","4712/12/31","OrganizationMigration","F90ADFF5F4109F6EE0534893500AD286","0001/01/01","4712/12/31","","","","","INT","LE_125","","","","F90ADFF5F4109F6EE0534893500AD286","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_329","Squareup International Limited, Succursale en France","0001/01/01","4712/12/31","OrganizationMigration","00D64CE9C51768BDE0639696500A79B6","0001/01/01","4712/12/31","","","","","INT","LE_329_DNU","","","","00D64CE9C51768BDE0639696500A79B6","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_161","Block XYZ Technology LLC","0001/01/01","4712/12/31","OrganizationMigration","150B217C4F890057E0634893500A4CE7","0001/01/01","4712/12/31","","","","","INT","LE_161","","","","150B217C4F890057E0634893500A4CE7","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_343","Treasury (IE) Ltd","0001/01/01","4712/12/31","OrganizationMigration","2250A48F41D10176E0634893500A6FC0","0001/01/01","4712/12/31","","","","","INT","LE_343","","","","2250A48F41D10176E0634893500A6FC0","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_162","Block XYZ International Holdings Inc","0001/01/01","4712/12/31","OrganizationMigration","291A5CB0B16DD9B9E0634893500AE96A","0001/01/01","4712/12/31","","","","","INT","LE_162","","","","291A5CB0B16DD9B9E0634893500AE96A","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_163","Proto Global, LLC","0001/01/01","4712/12/31","OrganizationMigration","2CB3DFBD98A3E8E3E0639696500AAA25","0001/01/01","4712/12/31","","","","","INT","LE_163","","","","2CB3DFBD98A3E8E3E0639696500AAA25","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_344","Block XYZ Limited (Greece), Foreign Branch","0001/01/01","4712/12/31","OrganizationMigration","3B8A318FDA6136DEE0634893500AF827","0001/01/01","4712/12/31","","","","","INT","LE_344","","","","3B8A318FDA6136DEE0634893500AF827","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
