"XLA_ADR_RULE.AmbContextCode","XLA_ADR_RULE.ApplicationShortName","XLA_ADR_RULE.SegmentRuleCode","XLA_ADR_RULE.SegmentRuleTypeCode","XLA_ADR_RULE_DETAIL.AmbContextCode","XLA_ADR_RULE_DETAIL.ApplicationShortName","XLA_ADR_RULE_DETAIL.SegmentRuleCode","XLA_ADR_RULE_DETAIL.SegmentRuleTypeCode","XLA_ADR_RULE_DETAIL.UserSequence","AmbContextCode","AccountingLineCode","AccountingLineTypeCode","EntityCode","EventClassCode","UserSequence","ApplicationShortName","SegmentRuleCode","SegmentRuleTypeCode","UserSequence1","DescriptionCode","DescriptionTypeCode","UserSequence2","ApplicationShortNameXLA1","ApplicationShortNameXLA2","BracketLeftCode","BracketRightCode","CreatedBy","CreationDate","FlexfieldSegmentCode","IndependentValueConstant","LastUpdateDate","LastUpdateLogin","LastUpdatedBy","LineOperatorCode","LogicalOperatorCode","SourceCode","SourceTypeCode","SourceOriginCode","ValueConstant","ValueFlexfieldSegmentCode","ValueSourceCode","ValueSourceTypeCode","ValueTypeCode","ValueSourceOriginCode","SourceAppShortName","ValueSourceAppShortName","AmbContextCode1","ApplicationShortName1","AmbContextCode2","ApplicationShortName2","ApplicationShortNameXLA","SourceAppShortNameXLA","ValueSourceAppShortNameXLA"
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","500","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2023/09/29 22:45:48.692","","","2023/09/29 22:45:52.261","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_PRODUCT","S","","FLEX_LOAN","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","510","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2023/09/29 22:45:48.695","","","2023/09/29 22:45:52.262","068208478702A8E0E0639696500A1517","satish@squareup.com","D","A","FRED_FUND_ID","S","","40","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","520","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","(","","satish@squareup.com","2023/09/29 22:45:48.698","","","2023/09/29 22:45:52.263","068208478702A8E0E0639696500A1517","satish@squareup.com","E","O","FRED_TRANSACTION_TYPE","S","","PLAN_PAYMENT_PREPAY","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","530","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","",")","satish@squareup.com","2023/09/29 22:45:48.701","","","2023/09/29 22:45:52.263","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_TRANSACTION_TYPE","S","","PLAN_PAYMENT","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","540","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","",")","satish@squareup.com","2023/09/29 22:45:48.704","","","2023/09/29 22:45:52.264","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_ACCOUNT_TYPE","S","","CASH_IN_TRANSIT","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","550","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","(","","satish@squareup.com","2023/09/29 22:45:48.707","","","2023/09/29 22:45:52.265","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","SERVICER_ID","S","","79","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","560","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2023/09/29 22:45:48.71","","","2023/09/29 22:45:52.266","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_PRODUCT","S","","FLEX_LOAN","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","570","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2023/09/29 22:45:48.713","","","2023/09/29 22:45:52.267","068208478702A8E0E0639696500A1517","satish@squareup.com","D","A","FRED_FUND_ID","S","","45","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","580","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","(","","satish@squareup.com","2023/09/29 22:45:48.715","","","2023/09/29 22:45:52.27","068208478702A8E0E0639696500A1517","satish@squareup.com","E","O","FRED_TRANSACTION_TYPE","S","","PLAN_PAYMENT_PREPAY","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","590","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","",")","satish@squareup.com","2023/09/29 22:45:48.718","","","2023/09/29 22:45:52.271","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_TRANSACTION_TYPE","S","","PLAN_PAYMENT","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","600","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","",")","satish@squareup.com","2023/09/29 22:45:48.722","","","2023/09/29 22:45:52.272","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_ACCOUNT_TYPE","S","","CASH_IN_TRANSIT","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","610","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","(","","satish@squareup.com","2023/09/29 22:45:48.726","","","2023/09/29 22:45:52.272","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","SERVICER_ID","S","","79","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","620","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2023/09/29 22:45:48.729","","","2023/09/29 22:45:52.273","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_PRODUCT","S","","FLEX_LOAN","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","630","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2023/09/29 22:45:48.733","","","2023/09/29 22:45:52.274","068208478702A8E0E0639696500A1517","satish@squareup.com","D","A","FRED_FUND_ID","S","","48","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","640","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","(","","satish@squareup.com","2023/09/29 22:45:48.736","","","2023/09/29 22:45:52.275","068208478702A8E0E0639696500A1517","satish@squareup.com","E","O","FRED_TRANSACTION_TYPE","S","","PLAN_PAYMENT_PREPAY","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","650","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","",")","satish@squareup.com","2023/09/29 22:45:48.74","","","2023/09/29 22:45:52.276","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_TRANSACTION_TYPE","S","","PLAN_PAYMENT","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","660","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","",")","satish@squareup.com","2023/09/29 22:45:48.744","","","2023/09/29 22:45:52.277","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_ACCOUNT_TYPE","S","","CASH_IN_TRANSIT","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","670","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","(","","satish@squareup.com","2023/09/29 22:45:48.748","","","2023/09/29 22:45:52.278","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","SERVICER_ID","S","","79","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","680","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2023/09/29 22:45:48.751","","","2023/09/29 22:45:52.279","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_PRODUCT","S","","FLEX_LOAN","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","690","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2023/09/29 22:45:48.754","","","2023/09/29 22:45:52.279","068208478702A8E0E0639696500A1517","satish@squareup.com","D","A","FRED_FUND_ID","S","","50","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","700","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","(","","satish@squareup.com","2023/09/29 22:45:48.756","","","2023/09/29 22:45:52.28","068208478702A8E0E0639696500A1517","satish@squareup.com","E","O","FRED_TRANSACTION_TYPE","S","","PLAN_PAYMENT_PREPAY","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","730","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","(","","satish@squareup.com","2023/09/29 22:45:48.759","","","2023/09/29 22:45:52.281","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","SERVICER_ID","S","","79","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","710","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","",")","satish@squareup.com","2023/09/29 22:45:48.762","","","2023/09/29 22:45:52.282","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_TRANSACTION_TYPE","S","","PLAN_PAYMENT","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","720","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","",")","satish@squareup.com","2023/09/29 22:45:48.765","","","2023/09/29 22:45:52.283","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_ACCOUNT_TYPE","S","","CASH_IN_TRANSIT","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","740","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2023/09/29 22:45:48.767","","","2023/09/29 22:45:52.283","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_PRODUCT","S","","FLEX_LOAN","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","750","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2023/09/29 22:45:48.77","","","2023/09/29 22:45:52.284","068208478702A8E0E0639696500A1517","satish@squareup.com","D","A","FRED_FUND_ID","S","","57","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","760","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","(","","satish@squareup.com","2023/09/29 22:45:48.773","","","2023/09/29 22:45:52.285","068208478702A8E0E0639696500A1517","satish@squareup.com","E","O","FRED_TRANSACTION_TYPE","S","","PLAN_PAYMENT_PREPAY","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","770","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","",")","satish@squareup.com","2023/09/29 22:45:48.776","","","2023/09/29 22:45:52.286","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_TRANSACTION_TYPE","S","","PLAN_PAYMENT","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","780","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","",")","satish@squareup.com","2023/09/29 22:45:48.779","","","2023/09/29 22:45:52.287","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_ACCOUNT_TYPE","S","","CASH_IN_TRANSIT","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","790","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","(","","satish@squareup.com","2023/09/29 22:45:48.782","","","2023/09/29 22:45:52.287","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","SERVICER_ID","S","","79","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","800","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2023/09/29 22:45:48.784","","","2023/09/29 22:45:52.288","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_PRODUCT","S","","FLEX_LOAN","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","810","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2023/09/29 22:45:48.788","","","2023/09/29 22:45:52.289","068208478702A8E0E0639696500A1517","satish@squareup.com","D","A","FRED_FUND_ID","S","","59","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","820","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","(","","satish@squareup.com","2023/09/29 22:45:48.791","","","2023/09/29 22:45:52.29","068208478702A8E0E0639696500A1517","satish@squareup.com","E","O","FRED_TRANSACTION_TYPE","S","","PLAN_PAYMENT_PREPAY","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","830","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","",")","satish@squareup.com","2023/09/29 22:45:48.794","","","2023/09/29 22:45:52.29","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_TRANSACTION_TYPE","S","","PLAN_PAYMENT","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","840","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","",")","satish@squareup.com","2023/09/29 22:45:48.797","","","2023/09/29 22:45:52.291","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_ACCOUNT_TYPE","S","","CASH_IN_TRANSIT","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","850","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","(","","satish@squareup.com","2023/09/29 22:45:48.799","","","2023/09/29 22:45:52.292","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","SERVICER_ID","S","","79","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","860","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2023/09/29 22:45:48.802","","","2023/09/29 22:45:52.293","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_PRODUCT","S","","FLEX_LOAN","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","870","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2023/09/29 22:45:48.805","","","2023/09/29 22:45:52.293","068208478702A8E0E0639696500A1517","satish@squareup.com","D","A","FRED_FUND_ID","S","","59","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","880","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","(","","satish@squareup.com","2023/09/29 22:45:48.808","","","2023/09/29 22:45:52.294","068208478702A8E0E0639696500A1517","satish@squareup.com","E","O","FRED_TRANSACTION_TYPE","S","","PLAN_PAYMENT_PREPAY","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","890","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","",")","satish@squareup.com","2023/09/29 22:45:48.811","","","2023/09/29 22:45:52.295","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_TRANSACTION_TYPE","S","","PLAN_PAYMENT","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","900","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","",")","satish@squareup.com","2023/09/29 22:45:48.813","","","2023/09/29 22:45:52.296","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_ACCOUNT_TYPE","S","","CASH_IN_TRANSIT","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","910","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","(","","satish@squareup.com","2023/09/29 22:45:48.816","","","2023/09/29 22:45:52.296","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","SERVICER_ID","S","","79","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","920","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2023/09/29 22:45:48.82","","","2023/09/29 22:45:52.297","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_PRODUCT","S","","FLEX_LOAN","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","930","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2023/09/29 22:45:48.823","","","2023/09/29 22:45:52.298","068208478702A8E0E0639696500A1517","satish@squareup.com","D","A","FRED_FUND_ID","S","","102","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","940","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","(","","satish@squareup.com","2023/09/29 22:45:48.827","","","2023/09/29 22:45:52.299","068208478702A8E0E0639696500A1517","satish@squareup.com","E","O","FRED_TRANSACTION_TYPE","S","","PLAN_PAYMENT_PREPAY","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_CR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","DEFAULT","","","","","950","","CAPITAL_NATURAL_ACCOUNT_CR","C","795","","","","XXFRED_CAPITAL","","",")","satish@squareup.com","2023/09/29 22:45:48.83","","","2023/09/29 22:45:52.3","068208478702A8E0E0639696500A1517","satish@squareup.com","E","A","FRED_TRANSACTION_TYPE","S","","PLAN_PAYMENT","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
