"ShortCode","TypeName","Attribute1","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14","Attribute15","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","AttributeCategory","CoContTermsLayoutCode","CoLayoutTemplate","ContractTemplateCode","CreatedBy","CreationDate","DocumentSubtype","DocumentTemplateCode","DocumentTypeCode","LastUpdateDate","LastUpdateLogin","LastUpdatedBy","EnterpriseId","CoTemplateCode","ResponseTemplateCode","TemplateExistsFlag"
"Tidal Japan","Blanket Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Blanket Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:23:44.033","BLANKET","Custom BPA PDF","PA","2021/12/15 12:26:43.736","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","BPA_CHANGE_ORDER_TEMPLATE","","N"
"Tidal Japan","Contract Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Contract Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:23:44.04","CONTRACT","Purchase Agreement Layout","PA","2021/12/15 12:24:41.384","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","CPA_CHANGE_ORDER_TEMPLATE","","N"
"Tidal Japan","Purchase Order","","","","","","","","","","","","","","","","","ContractTermsProcurement","Purchase Order Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:23:44.047","STANDARD","SQ Purchase Order Print Template PO Mask","PO","2021/12/15 12:26:55.783","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","PO_CHANGE_ORDER_TEMPLATE","","N"
"Tidal Japan","RFI","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:23:44.053","SOURCING RFI","Negotiation Layout","SOURCING RFI","2021/12/15 12:24:41.387","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","","Response Layout","N"
"Tidal Japan","RFQ","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:23:44.058","SOURCING RFQ","Negotiation Layout","SOURCING RFQ","2021/12/15 12:24:41.388","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","","Response Layout","N"
"Squareup GmbH (DE) - 317","Auction","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/08/11 09:55:45.016","BUYER AUCTION","Negotiation Layout","AUCTION","2021/08/11 09:59:06.656","C8656B94ACF3BC2DE053A162500A259D","phani@squareup.com","1","","Response Layout","N"
"Squareup GmbH (DE) - 317","Blanket Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Blanket Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/08/11 09:55:45.031","BLANKET","Custom BPA PDF","PA","2021/08/11 10:00:37.553","C8656B94ACF3BC2DE053A162500A259D","phani@squareup.com","1","BPA_CHANGE_ORDER_TEMPLATE","","N"
"Squareup GmbH (DE) - 317","Contract Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Contract Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/08/11 09:55:45.038","CONTRACT","Purchase Agreement Layout","PA","2021/08/11 09:59:06.698","C8656B94ACF3BC2DE053A162500A259D","phani@squareup.com","1","CPA_CHANGE_ORDER_TEMPLATE","","N"
"Squareup GmbH (DE) - 317","Purchase Order","","","","","","","","","","","","","","","","","ContractTermsProcurement","Purchase Order Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/08/11 09:55:45.044","STANDARD","SQ Purchase Order Print Template PO Mask","PO","2021/08/11 10:00:37.545","C8656B94ACF3BC2DE053A162500A259D","phani@squareup.com","1","PO_CHANGE_ORDER_TEMPLATE","","N"
"Squareup GmbH (DE) - 317","RFI","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/08/11 09:55:45.05","SOURCING RFI","Negotiation Layout","SOURCING RFI","2021/08/11 09:59:06.701","C8656B94ACF3BC2DE053A162500A259D","phani@squareup.com","1","","Response Layout","N"
"Squareup GmbH (DE) - 317","RFQ","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/08/11 09:55:45.055","SOURCING RFQ","Negotiation Layout","SOURCING RFQ","2021/08/11 09:59:06.705","C8656B94ACF3BC2DE053A162500A259D","phani@squareup.com","1","","Response Layout","N"
"Australia","Auction","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","venkat@squareup.com","2018/09/28 02:54:46.4","BUYER AUCTION","Negotiation Layout","AUCTION","2018/09/28 03:02:47.691","760586B8BB3E72EEE053120C1B0A1C3B","venkat@squareup.com","1","","Response Layout","N"
"Australia","Blanket Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Blanket Purchase Agreement Change Order Layout","ContractTermsProcurement","venkat@squareup.com","2018/09/28 02:54:46.498","BLANKET","Purchase Agreement Layout","PA","2018/09/28 03:02:47.7","760586B8BB3E72EEE053120C1B0A1C3B","venkat@squareup.com","1","BPA_CHANGE_ORDER_TEMPLATE","","Y"
"Australia","Contract Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Contract Purchase Agreement Change Order Layout","ContractTermsProcurement","venkat@squareup.com","2018/09/28 02:54:46.799","CONTRACT","Purchase Agreement Layout","PA","2018/09/28 03:02:47.703","760586B8BB3E72EEE053120C1B0A1C3B","venkat@squareup.com","1","CPA_CHANGE_ORDER_TEMPLATE","","N"
"Australia","Purchase Order","","","","","","","","","","","","","","","","","ContractTermsProcurement","Purchase Order Change Order Layout","ContractTermsProcurement","venkat@squareup.com","2018/09/28 02:54:46.809","STANDARD","SQ Purchase Order Print Template PO Mask","PO","2020/04/26 13:23:44.337","A1C7CA3B94204F67E053120C1B0A7475","vinay@squareup.com","1","PO_CHANGE_ORDER_TEMPLATE","","Y"
"Australia","RFI","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","venkat@squareup.com","2018/09/28 02:54:46.82","SOURCING RFI","Negotiation Layout","SOURCING RFI","2018/09/28 03:02:47.706","760586B8BB3E72EEE053120C1B0A1C3B","venkat@squareup.com","1","","Response Layout","N"
"Australia","RFQ","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","venkat@squareup.com","2018/09/28 02:54:46.849","SOURCING RFQ","Negotiation Layout","SOURCING RFQ","2018/09/28 03:02:47.71","760586B8BB3E72EEE053120C1B0A1C3B","venkat@squareup.com","1","","Response Layout","N"
"Tidal US","Auction","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:31:29.017","BUYER AUCTION","Negotiation Layout","AUCTION","2021/12/15 12:32:01.748","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","","Response Layout","N"
"Tidal US","Blanket Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Blanket Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:31:29.027","BLANKET","Custom BPA PDF","PA","2021/12/15 12:32:14.297","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","BPA_CHANGE_ORDER_TEMPLATE","","N"
"Tidal US","Contract Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Contract Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:31:29.034","CONTRACT","Purchase Agreement Layout","PA","2021/12/15 12:32:01.752","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","CPA_CHANGE_ORDER_TEMPLATE","","N"
"Tidal US","Purchase Order","","","","","","","","","","","","","","","","","ContractTermsProcurement","Purchase Order Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:31:29.305","STANDARD","SQ Purchase Order Print Template PO Mask","PO","2021/12/15 12:32:24.57","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","PO_CHANGE_ORDER_TEMPLATE","","N"
"Tidal US","RFI","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:31:29.313","SOURCING RFI","Negotiation Layout","SOURCING RFI","2021/12/15 12:32:01.755","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","","Response Layout","N"
"Tidal US","RFQ","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:31:29.319","SOURCING RFQ","Negotiation Layout","SOURCING RFQ","2021/12/15 12:32:01.756","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","","Response Layout","N"
"Tidal Norway","Auction","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:24:56.017","BUYER AUCTION","Negotiation Layout","AUCTION","2021/12/15 12:25:48.819","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","","Response Layout","N"
"Tidal Norway","Blanket Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Blanket Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:24:56.027","BLANKET","Custom BPA PDF","PA","2021/12/15 12:26:01.548","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","BPA_CHANGE_ORDER_TEMPLATE","","N"
"Tidal Norway","Contract Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Contract Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:24:56.033","CONTRACT","Purchase Agreement Layout","PA","2021/12/15 12:25:48.824","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","CPA_CHANGE_ORDER_TEMPLATE","","N"
"Tidal Norway","Purchase Order","","","","","","","","","","","","","","","","","ContractTermsProcurement","Purchase Order Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:24:56.04","STANDARD","SQ Purchase Order Print Template PO Mask","PO","2021/12/15 12:26:15.986","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","PO_CHANGE_ORDER_TEMPLATE","","N"
"Tidal Norway","RFI","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:24:56.046","SOURCING RFI","Negotiation Layout","SOURCING RFI","2021/12/15 12:25:48.827","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","","Response Layout","N"
"Tidal Norway","RFQ","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:24:56.052","SOURCING RFQ","Negotiation Layout","SOURCING RFQ","2021/12/15 12:25:48.828","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","","Response Layout","N"
"China USD","Auction","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2022/06/09 19:50:14.014","BUYER AUCTION","Negotiation Layout","AUCTION","2022/06/09 19:51:12.767","E0F9F58906A3F9B6E0539696500A6C4D","phani@squareup.com","1","","Response Layout","N"
"China USD","Blanket Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Blanket Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2022/06/09 19:50:14.025","BLANKET","Custom BPA PDF","PA","2022/06/09 19:51:34.657","E0F9F58906A3F9B6E0539696500A6C4D","phani@squareup.com","1","BPA_CHANGE_ORDER_TEMPLATE","","N"
"China USD","Contract Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Contract Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2022/06/09 19:50:14.035","CONTRACT","Purchase Agreement Layout","PA","2022/06/09 19:51:12.779","E0F9F58906A3F9B6E0539696500A6C4D","phani@squareup.com","1","CPA_CHANGE_ORDER_TEMPLATE","","N"
"China USD","Purchase Order","","","","","","","","","","","","","","","","","ContractTermsProcurement","Purchase Order Change Order Layout","ContractTermsProcurement","phani@squareup.com","2022/06/09 19:50:14.044","STANDARD","SQ Purchase Order Print Template PO Mask","PO","2022/06/09 19:51:50.243","E0F9F58906A3F9B6E0539696500A6C4D","phani@squareup.com","1","PO_CHANGE_ORDER_TEMPLATE","","N"
"China USD","RFI","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2022/06/09 19:50:14.052","SOURCING RFI","Negotiation Layout","SOURCING RFI","2022/06/09 19:51:12.783","E0F9F58906A3F9B6E0539696500A6C4D","phani@squareup.com","1","","Response Layout","N"
"China USD","RFQ","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2022/06/09 19:50:14.06","SOURCING RFQ","Negotiation Layout","SOURCING RFQ","2022/06/09 19:51:12.785","E0F9F58906A3F9B6E0539696500A6C4D","phani@squareup.com","1","","Response Layout","N"
"New Zealand","Auction","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2022/06/09 19:32:44.628","BUYER AUCTION","Negotiation Layout","AUCTION","2022/06/09 19:34:17.034","E0F9F58906A3F9B6E0539696500A6C4D","phani@squareup.com","1","","Response Layout","N"
"New Zealand","Blanket Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Blanket Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2022/06/09 19:32:44.669","BLANKET","Custom BPA PDF","PA","2022/06/09 19:34:38.165","E0F9F58906A3F9B6E0539696500A6C4D","phani@squareup.com","1","BPA_CHANGE_ORDER_TEMPLATE","","N"
"New Zealand","Contract Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Contract Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2022/06/09 19:32:44.706","CONTRACT","Purchase Agreement Layout","PA","2022/06/09 19:34:17.057","E0F9F58906A3F9B6E0539696500A6C4D","phani@squareup.com","1","CPA_CHANGE_ORDER_TEMPLATE","","N"
"New Zealand","Purchase Order","","","","","","","","","","","","","","","","","ContractTermsProcurement","Purchase Order Change Order Layout","ContractTermsProcurement","phani@squareup.com","2022/06/09 19:32:44.713","STANDARD","SQ Purchase Order Print Template PO Mask","PO","2022/06/09 19:34:57.508","E0F9F58906A3F9B6E0539696500A6C4D","phani@squareup.com","1","PO_CHANGE_ORDER_TEMPLATE","","N"
"New Zealand","RFI","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2022/06/09 19:32:44.72","SOURCING RFI","Negotiation Layout","SOURCING RFI","2022/06/09 19:34:17.06","E0F9F58906A3F9B6E0539696500A6C4D","phani@squareup.com","1","","Response Layout","N"
"New Zealand","RFQ","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2022/06/09 19:32:44.727","SOURCING RFQ","Negotiation Layout","SOURCING RFQ","2022/06/09 19:34:17.065","E0F9F58906A3F9B6E0539696500A6C4D","phani@squareup.com","1","","Response Layout","N"
"Indonesia IDR","Auction","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2022/06/09 20:00:58.018","BUYER AUCTION","Negotiation Layout","AUCTION","2022/06/09 20:01:48.454","E0F9F58906A3F9B6E0539696500A6C4D","phani@squareup.com","1","","Response Layout","N"
"Indonesia IDR","Blanket Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Blanket Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2022/06/09 20:00:58.035","BLANKET","Custom BPA PDF","PA","2022/06/09 20:02:10.347","E0F9F58906A3F9B6E0539696500A6C4D","phani@squareup.com","1","BPA_CHANGE_ORDER_TEMPLATE","","N"
"Indonesia IDR","Contract Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Contract Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2022/06/09 20:00:58.047","CONTRACT","Purchase Agreement Layout","PA","2022/06/09 20:01:48.555","E0F9F58906A3F9B6E0539696500A6C4D","phani@squareup.com","1","CPA_CHANGE_ORDER_TEMPLATE","","N"
"Indonesia IDR","Purchase Order","","","","","","","","","","","","","","","","","ContractTermsProcurement","Purchase Order Change Order Layout","ContractTermsProcurement","phani@squareup.com","2022/06/09 20:00:58.082","STANDARD","SQ Purchase Order Print Template PO Mask","PO","2022/06/09 20:02:27.146","E0F9F58906A3F9B6E0539696500A6C4D","phani@squareup.com","1","PO_CHANGE_ORDER_TEMPLATE","","N"
"Indonesia IDR","RFI","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2022/06/09 20:00:58.091","SOURCING RFI","Negotiation Layout","SOURCING RFI","2022/06/09 20:01:48.558","E0F9F58906A3F9B6E0539696500A6C4D","phani@squareup.com","1","","Response Layout","N"
"Indonesia IDR","RFQ","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2022/06/09 20:00:58.108","SOURCING RFQ","Negotiation Layout","SOURCING RFQ","2022/06/09 20:01:48.56","E0F9F58906A3F9B6E0539696500A6C4D","phani@squareup.com","1","","Response Layout","N"
"Tidal UK","Auction","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:30:05.019","BUYER AUCTION","Negotiation Layout","AUCTION","2021/12/15 12:30:55.201","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","","Response Layout","N"
"Tidal UK","Blanket Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Blanket Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:30:05.028","BLANKET","Custom BPA PDF","PA","2021/12/15 12:31:07.763","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","BPA_CHANGE_ORDER_TEMPLATE","","N"
"Tidal UK","Contract Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Contract Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:30:05.035","CONTRACT","Purchase Agreement Layout","PA","2021/12/15 12:30:55.205","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","CPA_CHANGE_ORDER_TEMPLATE","","N"
"Tidal UK","Purchase Order","","","","","","","","","","","","","","","","","ContractTermsProcurement","Purchase Order Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:30:05.042","STANDARD","SQ Purchase Order Print Template PO Mask","PO","2021/12/15 12:31:18.444","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","PO_CHANGE_ORDER_TEMPLATE","","N"
"Tidal UK","RFI","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:30:05.048","SOURCING RFI","Negotiation Layout","SOURCING RFI","2021/12/15 12:30:55.208","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","","Response Layout","N"
"Tidal UK","RFQ","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:30:05.054","SOURCING RFQ","Negotiation Layout","SOURCING RFQ","2021/12/15 12:30:55.209","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","","Response Layout","N"
"Tidal Germany","Auction","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:22:02.023","BUYER AUCTION","Negotiation Layout","AUCTION","2021/12/15 12:22:59.191","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","","Response Layout","N"
"Tidal Germany","Blanket Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Blanket Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:22:02.037","BLANKET","Custom BPA PDF","PA","2021/12/15 12:23:13.029","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","BPA_CHANGE_ORDER_TEMPLATE","","N"
"Tidal Germany","Contract Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Contract Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:22:02.045","CONTRACT","Purchase Agreement Layout","PA","2021/12/15 12:22:59.199","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","CPA_CHANGE_ORDER_TEMPLATE","","N"
"Tidal Germany","Purchase Order","","","","","","","","","","","","","","","","","ContractTermsProcurement","Purchase Order Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:22:02.055","STANDARD","SQ Purchase Order Print Template PO Mask","PO","2021/12/15 12:23:23.99","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","PO_CHANGE_ORDER_TEMPLATE","","N"
"Tidal Germany","RFI","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:22:02.064","SOURCING RFI","Negotiation Layout","SOURCING RFI","2021/12/15 12:22:59.202","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","","Response Layout","N"
"Tidal Germany","RFQ","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:22:02.073","SOURCING RFQ","Negotiation Layout","SOURCING RFQ","2021/12/15 12:22:59.203","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","","Response Layout","N"
"Tidal Sweden","Auction","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:28:38.017","BUYER AUCTION","Negotiation Layout","AUCTION","2021/12/15 12:29:28.178","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","","Response Layout","N"
"Tidal Sweden","Blanket Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Blanket Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:28:38.026","BLANKET","Custom BPA PDF","PA","2021/12/15 12:29:41.023","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","BPA_CHANGE_ORDER_TEMPLATE","","N"
"Tidal Sweden","Contract Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Contract Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:28:38.033","CONTRACT","Purchase Agreement Layout","PA","2021/12/15 12:29:28.181","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","CPA_CHANGE_ORDER_TEMPLATE","","N"
"Tidal Sweden","Purchase Order","","","","","","","","","","","","","","","","","ContractTermsProcurement","Purchase Order Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:28:38.044","STANDARD","SQ Purchase Order Print Template PO Mask","PO","2021/12/15 12:29:51.913","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","PO_CHANGE_ORDER_TEMPLATE","","N"
"Tidal Sweden","RFI","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:28:38.053","SOURCING RFI","Negotiation Layout","SOURCING RFI","2021/12/15 12:29:28.184","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","","Response Layout","N"
"Tidal Sweden","RFQ","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:28:38.06","SOURCING RFQ","Negotiation Layout","SOURCING RFQ","2021/12/15 12:29:28.185","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","","Response Layout","N"
"TIDAL Cayman","Auction","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:19:30.904","BUYER AUCTION","Negotiation Layout","AUCTION","2021/12/15 12:21:21.394","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","","Response Layout","N"
"TIDAL Cayman","Blanket Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Blanket Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:19:31.131","BLANKET","Custom BPA PDF","PA","2021/12/15 12:21:37.723","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","BPA_CHANGE_ORDER_TEMPLATE","","N"
"TIDAL Cayman","Contract Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Contract Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:19:31.277","CONTRACT","Purchase Agreement Layout","PA","2021/12/15 12:21:21.417","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","CPA_CHANGE_ORDER_TEMPLATE","","N"
"TIDAL Cayman","Purchase Order","","","","","","","","","","","","","","","","","ContractTermsProcurement","Purchase Order Change Order Layout","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:19:31.286","STANDARD","SQ Purchase Order Print Template PO Mask","PO","2021/12/15 12:21:49.125","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","PO_CHANGE_ORDER_TEMPLATE","","N"
"TIDAL Cayman","RFI","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:19:31.294","SOURCING RFI","Negotiation Layout","SOURCING RFI","2021/12/15 12:21:21.42","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","","Response Layout","N"
"TIDAL Cayman","RFQ","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2021/12/15 12:19:31.31","SOURCING RFQ","Negotiation Layout","SOURCING RFQ","2021/12/15 12:21:21.424","D134D1C56025B3CCE053A162500A515D","phani@squareup.com","1","","Response Layout","N"
"Tidal Spain","Auction","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2022/04/06 06:05:24.23","BUYER AUCTION","Negotiation Layout","AUCTION","2022/04/06 06:07:13.619","DBF5E43C794F06D6E053A062500AE3F6","phani@squareup.com","1","","Response Layout","N"
"Tidal Spain","Blanket Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Blanket Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2022/04/06 06:05:24.362","BLANKET","Custom BPA PDF","PA","2022/04/06 06:07:43.622","DBF5E43C794F06D6E053A062500AE3F6","phani@squareup.com","1","BPA_CHANGE_ORDER_TEMPLATE","","N"
"Tidal Spain","Contract Purchase Agreement","","","","","","","","","","","","","","","","","ContractTermsProcurement","Contract Purchase Agreement Change Order Layout","ContractTermsProcurement","phani@squareup.com","2022/04/06 06:05:24.481","CONTRACT","Purchase Agreement Layout","PA","2022/04/06 06:07:13.676","DBF5E43C794F06D6E053A062500AE3F6","phani@squareup.com","1","CPA_CHANGE_ORDER_TEMPLATE","","N"
"Tidal Spain","Purchase Order","","","","","","","","","","","","","","","","","ContractTermsProcurement","Purchase Order Change Order Layout","ContractTermsProcurement","phani@squareup.com","2022/04/06 06:05:24.489","STANDARD","SQ Purchase Order Print Template PO Mask","PO","2022/04/06 06:07:56.46","DBF5E43C794F06D6E053A062500AE3F6","phani@squareup.com","1","PO_CHANGE_ORDER_TEMPLATE","","N"
"Tidal Spain","RFI","","","","","","","","","","","","","","","","","ContractTermsProcurement","","ContractTermsProcurement","phani@squareup.com","2022/04/06 06:05:24.499","SOURCING RFI","Negotiation Layout","SOURCING RFI","2022/04/06 06:07:13.683","DBF5E43C794F06D6E053A062500AE3F6","phani@squareup.com","1","","Response Layout","N"
